P45;19, AVENUE DU 24 AOUT 1944;;LYON;;69960
P46;126 RUE DES FRERES LULIERE;;MACON;;71000
P47;36 AVE PIERRE ET MARIE CURIE;;MALEMORT;;19360
P48;36 RUE DE L INDUSTRIE;;MALEMORT;;19360
P49;37 RUE RAYMOND DUFLO;;MAROMME;;76153
P50;154, AVENUE DU PRADO;;MARSEILLE;;13271
P51;156, ROUTE DE LA VALENTINE;;MARSEILLE;;13011
P52;CENTRE BOURSE;;MARSEILLE;;13231
P53;40 BOULEVARD DUNKERQUE;;MARSEILLE;;13002
P55;14 IMPASSE ECERTAIZE;;MARSEILLE;;13015
P56;98, AVENUE DU PRADO;;MARSEILLE;;13271
P57;67-69, AVENUE DU PRADO;;MARSEILLE;;13254
P58;25 RUE RABATTU;;MARSEILLE;;13015
P59;RUE CHARLE TELLIER ZA;;MEAUX;;77100
P60;14 RUE DE LA PIERRE FOLLEGE;;MEREVILLE;;91660
P61;5 ALLEE JOSEPH CUGNOT;;MERIGNAC;;33700
P62;RUE DE GALUS;;MERIGNAC;;33697
P63;CENTRE ST JACQUES;;METZ;;57000
P64;8, RUE JOSEPH CUGNOT;;METZ;;57070
P65;21 CHEMIN DUVIEUX CHENE;;MEYLAN;;38240
P66;12, BOULEVARD MONGE Z.I.;;MEYZIEU;;69330
P67;18, RUE JACQUES MONOD;;MONT-SAINT-AIGNAN;;76130
P68;ZI LA ROSERAIE;;MONTDIDIER;;80500
P69;51 AVENUE DE SENART;;MONTGERON;;91230
P70;RUE DU CHAMOINE BESSEDE;;MONTPELLIER;;34000
P71;C.C. LE POLYGONNE;;MONTPELLIER;;34000
P72;8, BOULEVARD LEDRU ROLLIN;;MONTPELLIER;;34000
P73;8, BOULEVARD VICTOR HUGO;;MONTPELLIER;;34000
P75;68, RUE DE LAGNY;;MONTREUIL;;93100
P76;17 TER RUE DE LAVANNE;;MONTROUGE;;92542
P77;836 CHEMIN DE LA PLAINE;;MOUGINS;;06251
P78;54 RUE DU SAUVAGE;;MULHOUSE;;68090
P80;91, AVENUE DE LA LIBERATION;;NANCY;;54000
P81;2 AVENUE FOCH;;NANCY;;54000
P82;1,RUE JOSEPH CUGNOT;;NANCY;;54075
P83;DOUILHET 62, RUE STANISLAS;;NANCY;;54000
P84;3, PLACE CARNOT;;NANCY;;54000
P85;300 RUE PAUL VAILLANT COUTURIER;;NANTERRE;;92007
P86;1 RUE DU CHATEAU DE L ERAUDIERE;;NANTES;;44327
P87;9, BOULEVARD GABRIEL GUIST HAU;;NANTES;;44003
P88;12,IMPASSE DES JADES;;NANTES;;44338
P89;PLACE DU COMMERCE;;NANTES;;44032
P90;36, BOULEVARD GUIST HAU;;NANTES;;44000
P91;17,BOULEVARD GASTON DOUMERGUE;;NANTES;;44200
P92;IMPASSE C DENIS;;NEVERS;;58000
P93;41, BOULEVARD DUBOUCHAGE;;NICE;;06000
P94;369-371, PROMENADE DES ANGLAIS;;NICE;;06203
P95;30  AVENUE J. MEDECIN;;NICE;;06008
P96;LA COUPOLE DES HALLES;;NIMES;;30000
P97;32 RUE ROBERT MALLET STEVENS;;NIMES;;30972
P98;COURS BOUTON N 257;;NIMES;;30900
P99;26 RUE DE LA CHAUDE TUILE;;ORLEANS;;45001
Q00;15, RUE DES MINIMES;;ORLEANS;;45006
Q01;16 RUE DE LA REPUBLIQUE;;ORLEANS;;45000
Q02;16, RUE JEANNE D ARC;;ORLEANS;;45000
Q04;6,RUE DES OLIVIERS;;ORLY;;94537
Q05;13 VOIE LA CARDON P.O.;;PALAISEAU;;91120
Q06;12, RUE EMILE BADOT;;PALAISEAU;;91120
Q07;Q.du Doc Dervaux;;Paris;;92600
Q08;25 AVENUE MATIGNON;;PARIS;;75008
Q09;14 RUE DE LONDRES;;PARIS;;75009
Q10;370, RUE ST HONORE;;PARIS;;75001
Q11;71 BOULEVARD ST GERMAIN;;PARIS;;75005
Q12;34-36, AVENUE DE FRIEDLAND;;PARIS;;75008
Q13;74 AVENUE DES CHAMPS-ELYSEES;;PARIS;;75008
Q14;4, PASSAGE ROUX;;PARIS;;75017
Q15;47, AVENUE GEORGES V;;PARIS;;75008
Q16;49 RUE DE PROVENCE;;PARIS;;75009
Q17;87 BLD DE GRENELLE;;PARIS;;75015
Q18;20 RUE DU DR FINLAY;;PARIS;;75015
Q19;14, RUE RIQUET;;PARIS;;75019
Q20;21, RUE DU MONTPARNASSE;;PARIS;;75014
Q21;4, BOULEVARD DU PALAIS;;PARIS;;75001
Q22;7, PLACE CHANCELLIER ADENAUER;;PARIS;;75218
Q23;23-25, AV DU DOCTEUR LANNELONGUE;;PARIS;;75014
Q24;44,RUE DE PRONY;;PARIS;;75017
Q25;2, PLACE DAUPHINE;;PARIS;;75001
Q26;25, RUE DU JOUR;;PARIS;;75001
Q27;104, BOULEVARD DU MONTPARNASSE;;PARIS;;75014
Q28;18-20, BOULEVARD MAGENTA;;PARIS;;75010
Q29;39, RUE DE LIEGE;;PARIS;;75008
Q30;2, RUE MEYERBEER;;PARIS;;75009
Q31;9, RUE DROUOT;;PARIS;;75009
Q32;103, AVENUE DU MAINE;;PARIS;;75014
Q33;11, PLACE DAUPHINE;;PARIS;;75001
Q34;73, RUE D ANJOU;;PARIS;;75008
Q35;40, AVENUE DES TERROIRS DE FRANCE;;PARIS;;75012
Q36;4 PLACE DE LA BASTILLE;;PARIS;;75012
Q37;13 RUE ERIK SATIE;;PARIS;;75019
Q38;26-30 AVENUE DES TERNES;;PARIS;;75850
Q39;26, AVENUE FRANKLIN D. ROOSEVELT;;PARIS;;75008
Q40;RUE SAINT HONORE;;PARIS;;75008
Q41;21BIS, RUE LAPEROUSSE;;PARIS;;75016
Q42;244, BOULEVARD STGERMAIN;;PARIS;;75007
Q43;61 RUE DES BELLES FEUILLES;;PARIS;;75782
Q44;103, RUE DE  LUNIVERSITE;;PARIS;;75007
Q45;7 PL DES 5 MARTYRES DU LYCEE BUFFON;;PARIS;;75725
Q46;3, RUE MONCEY;;PARIS;;75009
Q47;105 RUE DE TOLBIAC;;PARIS;;75013
Q48;79-81, RUE DE CLICHY;;PARIS;;75441
Q49;77-81, BVD SAINT-GERMAIN;;PARIS;;75006
Q50;53, QUAI D ORSAY;;PARIS;;75015
Q51;CENTRE COMMERCIAL ITALIE2;;PARIS;;75013
Q52;189, BOULEVARD MALESHERBES;;PARIS;;75017
Q53;5, RUE FRANCOIS 1ER;;PARIS;;75383
Q54;7, RUE MEYERBEER;;PARIS;;75762
Q55;26, RUE DE LONDRES;;PARIS;;75009
Q56;28 BOULEVARD DES ITALIENS;;PARIS;;75009
Q57;1-7 RUE PIERRE LESCOT;;PARIS;;75045
Q58;109 RUE ST LAZARE;;PARIS;;75009
Q59;66, RUE DES ARCHIVES;;PARIS;;75003
Q60;6 RUE DE BERRI;;PARIS;;75008
Q61;39, QUAI DE LA SEINE;;PARIS;;75019
Q62;2 RUE EMILE MENIER;;PARIS;;75782
Q63;BVD DAUMESNIL;;PARIS;;75012
Q64;136 RUE DE RENNES;;PARIS;;75006
Q65;C.C. BOSQUET 14 COURS BOSQUET;;PAU;;64000
Q66;ROUTE DE THUIR KM 1;;PERPIGNAN;;66000
Q67;22 ROUTE DE MELUN;;PERTHES;;77930
Q68;CENTRE HOSPITALIER LYON SUD;;PIERRE-BENITE;;69495
Q69;ROUTE DE BOUZONVILLE;;PITHIVIERS;;45300
Q70;4 RUE HENRI OUDIN;;POITIERS;;86000
Q71;ROUTE DE QUIMPER;;PONT-DE-BUIS;;29590
Q72;7, PLACE DE LA PISCINE;;PONTOISE;;95300
Q73;RUE LAVOISIER;;PORDIC;;22590
Q74;ESPACE DROUET D ERLON;;REIMS;;51722
Q75;147 RUE DU CHALET;;REIMS;;51052
Q76;5 RUE PAUL MAINO;;REIMS;;51689
Q77;11, QUAI LAMENNAIS B.P. 7511;;RENNES;;35075
Q78;20, QUAI DAGAY TROUIN;;RENNES;;35000
Q79;18 RUE DE BELLEVUE;;RENNES;;35100
Q80;12 RUE DE LA FREBARDIERE;;RENNES;;35000
Q81;CENTRE COLOMBIA;;RENNES;;35000
Q82;692, RUE DES MERCIERES;;RILLIEUX;;69140
Q83;4 ET 5, PLACE DE LA REPUBLIQUE;;ROUEN;;76000
Q84;39 RUE ECUYERE;;ROUEN;;76000
Q85;5, BOULEVARD DE LA MARNE;;ROUEN;;76000
Q86;64/72 RUE DE KEFIR;;RUNGIS;;94567
Q87;14 RUE DU REMOULEUR;;SAINT-HERBLAIN;;44800
Q88;12 BD GUILLET MAILLET;;SAINTES;;17117
Q89;ZONE INDUSTRIEL DE BLERIOT;;SANGATTE;;62231
Q90;Terrain Industriel;;Sarreguemines;;57201
Q91;RUE DU CHAMPS DE MARS;;SARREGUEMINES;;57207
Q92;124 RUE LEON JOUHAUX;;SARTROUVILLE;;78500
Q93;Z.I. DE GRINDOLIERE;;SEGRE;;49500
Q94;3, AVENUE EUGENE GAZEAU;;SENLIS;;60300
Q95;ROUTE DE LA CHAPELLE SUR CHAUX;;SERMAMAGNY;;90300
Q96;LA ROUGERIE, BP 2;;SOUCELLES;;49140
Q97;24, PLACE DES HALLES;;STRASBOURG;;67000
Q98;76 RUE DE LA PLAINE DES BOUCHERS;;STRASBOURG;;67100
Q99;3, RUE DU HAVRE;;STRASBOURG;;67028
R00;8 RUE DU DOUBS;;STRASBOURG;;67100
R01;LA MAISON ROUGE 22 PLACE KLEBER;;STRASBOURG;;67080
R02;15, RUE DES FRANCS-BOURGEOIS;;STRASBOURG;;67003
R03;14/16 RUE DES NOVALLES;;TALANT;;21240
R04;83 RUE FRANCOIS MARQUEZ;;TARBES;;65000
R05;AVENUE DE LA REPUBLIQUE;;TAVAUX;;39501
R06;RUE JACQUES MESSAGER;;TEMPLEMARS;;59175
R07;2 RUE DE L AVENIR;;THAON-LES-VOSGES;;88150
R08;CENTRE COMMERCIAL BELLE EPINE;;THIAIS;;94320
R09;30, IMPASSE MONT NILLANT;;THIERS;;63301
R10;CENTRE INFORMATIQUE LES COMBAUX DE;;TIGERY;;91250
R11;Z.I. CROIX DE METZ;;TOUL;;54202
R12;CENTRE MAYOL RUE DU MURIER;;TOULON;;83000
R13;22, BOULEVARD DU MARECHAL LECLERC;;TOULON;;83000
R14;81 BOULEVARD CARNOT;;TOULOUSE;;31071
R15;1 RUE FREDERICO GARCIA LORCA;;TOULOUSE;;31200
R16;4 CHEMIN DU CALQUET;;TOULOUSE;;31057
R17;AVENUE DE LARRIEU;;TOULOUSE;;31094
R18;60-66, RUE BENJAMIN BAILLAUD;;TOULOUSE;;31000
R20;5 AVENUE MARCEL DASSAULT;;TOULOUSE;;31506
R21;8 AVENUE DE FONDEYNE;;TOULOUSE;;31107
R22;50, RUE DE METZ;;TOULOUSE;;31000
R23;14 RUE F LASSALLE;;TOULOUSE;;31200
R24;1,IMPASSE MARCEL CHALARD;;TOULOUSE;;31100
R25;2, ALLEE DU COMMANDANT MOUCHOTTE;;TOURS;;37100
R26;268 RUE D ENTRAIGUES;;TOURS;;37000
R27;5, RUE NERICAULT-DESTOUCHES;;TOURS;;37000
R28;72 RUE NATIONALE;;TOURS;;37000
R29;RUE ET PIERRE MARIE CURIE;;TRELAZE;;49800
R30;91 RUE ETIENNE PEDRON;;TROYES;;10004
R31;12, RUE DE RAVELIN;;TROYES;;10000
R32;5, RUE DE LA REPUBLIQUE;;TROYES;;10000
R33;17 AVENUE VICTOR HUGO;;VALENCE;;26000
R34;10 RUE BOUCHERIE;;VANNES;;56007
R35;8 RUE GRANGE DAME ROSE;;VELIZY;;78140
R36;AVENUE DE L EUROPE;;VELIZY;;78140
R37;18 BLVD. DE L INDUSTRIE;;VENDÔME;;41100
R38;2, RUE EUGENE MARECHAL;;VENISSIEUX;;69200
R39;33 AVENUE DU DOCTEUR GEORGES LEVY;;VENISSIEUX;;69200
R40;200,RUE LEON BLUM;;VILLEURBANNE;;69100
R41;18, RUE DU VERT BUISSON;;VILLEURBANNE;;69100
R42;21, RUE DU CENTRE;;WASQUEHAL;;59444
R43;RUE DES EPOUX CONTOUX;;YZEURE;;03400
R45;95 Akti    Miaouli;;Piraeus;;18538
R46;PRASKA UL.2;;ZAGREB;;10000
R47;TRG MARSALA TITA 8;;ZAGREB;;10000
R48;Buafoki    ut 9-11;;Budapest;;1119
R51;VIA FLEMING 73;;AREZZO;;52100
R52;PIAZZANO DI ATESSA (CH);;ATESSA;;66040
R53;VIA S. FELICE 99;;BOLOGNA;;40122
R54;PIAZZA DE CIMATORI 1;;FIRENZE;;50122
R55;PIAZZA PADRE PIO N. 30 F;;FOGGIA;;71100
R56;Via Sottoripa 1a;;Genua;;16124
R57;VIA OSLAVIA 17;;MILAN;;20134
R58;VIA NALIE;;MILAN;;20156
R59;VIA SAN GREGORIO 6;;MILAN;;20124
R60;ISOLA F10 - INT. 39;;NAPOLI;;80143
R62;VIA RISORGIMENTO 27 CIMTINA;;PADOVA;;35010
R63;VIA TURAZZA 30;;PADOVA;;35128
R64;VIA GIAMBELLINO 7;;PADOVA;;35100
R65;VIA AQUILEIA 34/B;;PALERMO;;90144
R66;VIA MARGAGNI 12/A RIVAZURRA;;RIMINI;;47037
R68;VIA ROMAGNA 23/25;;TORINO;;10071
R69;LARGO FRANCIA, 114;;TORINO;;10143
R70;VIA DRUENTO 42/D;;TORINO;;10148
R71;VIA CABOTO 19;;TRIESTE;;34147
R72;4-87 Ichibancho, Chiyoda-ku;;Tokyo;;102-0082
R73;Pusan    KAL Bld.77;;Pusan;;600-014
R74;BP Twentestraat 90;;Rotterdam;;3008
R75;Parklaan    2;;Rotterdam;;3016
R76;Billepladsen    1;;Helsingborg;;25113
R77;Rachad Rd 127;;Bangkok;;10120
R78;25, QUAI PAUL DOUMER;;COURBEVOIE;;92408
R79;20 TER, RUE DE BEZONS;;COURBEVOIE;;92400
R81;1, RUE VICTOR HUGO;;COURBEVOIE;;92400
R82;18, RUE D ALSACE;;COURBEVOIE;;92400
R84;HESSENDAMN 1  3D;;Hattersheim;;65795
R85;Chromstrasse 22;;Isernhagen-Sud;;30916
R86;795 RUE ANDRE AMPERE;;Aix-en-Provence;;13971
R87;3, COURS SEXTIUS;;Aix-en-Provence;;13100
R88;43-45 AVENUE VICTOR HUGO;;Aubervilliers;;93000
R89;5, PLACE DU GENERAL LECLERC;;Aulnay-sous-Bois;;93600
R90;C.C. PARINOR;;Aulnay-sous-Bois;;93605
R91;5, ROUTE DE STAINS;;Bonneuil-sur-Marne;;94380
R92;5, RUE TONY GARNIER;;Boulogne-Billancourt;;92100
R93;65, BOULEVARD DU MARECHAL JOFFRE;;Bourg-la-Reine;;92340
R94;C.C. CERGY III;;Cergy-Pontoise;;95014
R95;RUE ANRE MARIE AMPERE;;Charleville-Mezieres;;08000
R96;PLACE DU FOURNEAU;;Chateau-Chinon;;58120
R97;RUE MARECHAL FOCH;;Chatillon-sur-Chalaronne;;01400
R98;18 RUE DES VARENNES;;Chazay-d'Azergues;;69380
R99;RUE BLAISE PASCAL;;Chilly-Mazarin;;91380
S08;CENTRE JAUDE;;Clermont-Ferrand;;63000
S09;51, BOULEVARD J.B. DUMAS;;Clermont-Ferrand;;63000
S10;Z.I. EST, B.P. 88;;Conde-sur-Noireau;;14110
S11;72 CHEMIN DE LA NOUE;;Cranves-Sales;;74380
S12;ZI ST CHRISTOPHE;;Digne-les-Bains;;04000
S13;RUE GABRIEL PERI;;Dombasle-sur-Meurthe;;54110
S14;2, RUE LOUIS PASTEUR;;Herouville-Saint-Clair;;14200
S15;2 RUE DENIS PAPIN;;Illkirch-Graffenstaden;;67400
S16;3 ALLEE DE LA SEINE;;Ivry-sur-Seine;;94854
S17;3, RUE BLAISE PASCAL;;Jaunay-Clan;;86130
S18;9, RUE JACQUES CHARLES;;La Chapelle-Saint-Mesmin;;45380
S19;RUE DE  BAVIERE;;La Chapelle-sur-Erdre;;44240
S20;IMPASSE DU DOC SCHWEISTZER;;La Valette-du-Var;;83160
S21;PARC DE LOBSERVATOIRE;;LAXOU;;54521
S22;AVENUE DU PARC;;Marsac-sur-l'Isle;;24430
S23;1, RUE HENRI GIFFARD;;Montigny-le-Bretonneux;;78400
S24;3 AVENUE NEWTON;;Montigny-le-Bretonneux;;78180
S25;22/24 RUE DE LAGNY;;Montreuil-sous-Bois;;93100
S26;270 CLOS MONT D EST;;Noisy-le-Grand;;93193
S27;3,5 ALLEE DES CLOSEAUX;;Noisy-le-Grand;;93166
S28;1 VOIE GUSTAVE EIFFEL;;Nuits-Saint-Georges;;21702
S29;2 PLACE DE LA DEFENSE;;La Defense;;92053
S30;1, PLACE DES DEGRES;;La Defense;;92059
S31;7, ROUTE DU PLAN;;Peyrolles-en-Provence;;13680
S32;AVENUE CAMILLE CAVALIER MOUSSON;;Pont-a-Mousson;;54700
S33;Z.I. 12 RUE DES TISSERANDS;;Saint-Herblain;;44806
S34;5 Blvd Louis Loucheur, Bldg 03;;Saint-Cloud;;92214
S35;5 Blvd Louis Loucheur, Bldg 04;;Saint-Cloud;;92214
S36;16 RUE LOUIS BRAILLE;;Saint-Etienne;;42026
S37;28 RUE EUGENE BEAUNE;;Saint-Etienne;;42043
S38;151,ROUTE DE VOURLES;;Saint-Genis-Laval;;69230
S39;2 BOULEVARD DE LA GARE;;Saint-Gratien;;95210
S40;6, ALLEE DES IMPRIMEURS;;Saint-Laurent-du-Var;;06700
S41;7, AVENUE DE L EGUILETTE;;Saint-Ouen-l'Aumone;;95310
S42;37, BLD VAUBAN;;Saint-Quentin-en-Yvelines;;78066
S43;1,ROND POINT DES BRUY;;Sotteville-les-Rouen;;76303
S44;16 RUE CHARLES LEDOUX;;Saint-Aquilin-de-Pacy;;27120
S45;94 BLD ANATOLE FRANCE;;Saint-Denis;;93200
S46;4,RUE ERNEST RENAN;;Saint-Etienne-du-Rouvray;;76800
S47;CARREFOUR DE LA ROUSSELIERE;;Saint-Herblain;;44805
S48;140 AVENUE JEAN KUNTZMANN;;Saint-Ismier;;38334
S49;ZI D INGRE;;Saint-Jean-de-la-Ruelle;;45143
S50;6, RUE MARYSE BASTIE;;Saint-Jean-de-Vedas;;34430
S51;843 AV DES PUGETS;;Saint-Laurent-du-Var;;06700
S52;27 RUE MARCEAU;;Saint-Nazaire;;44604
S53;22,RUE DE L EQUERRE;;Saint-Ouen-l'Aumone;;95005
S54;95 RUE DE MONTMURIEZ;;Saint-Quentin-Fallavier;;38290
S55;1 BOULVARD EDOUARD HERRIOT;;Villefranche-sur-Saone;;69400
S56;13 QUAI JULES GUESDE;;Vitry-sur-Seine;;94403
S57;37-43 RUE LEON GEFFROY;;Vitry-sur-Seine;;94400
S58;1 RUE DE L USINE;;Witry-les-Reims;;51420
S59;Prager Strasse 126a;;Wien;;1210
S60;Wiegelestrasse 10;;Wien;;1231
S61;Grawatschgasse 7-9;;Wien;;1230
S63;Nudgee Rd 463;;Brisbane;QLD;4011
S65;Kattendijkd WK21;;Antwerpen;;2000
S66;PLACE MARECHAL FOCH;;LIEGE;;4000
S67;9140 Fairview Cov;;Halifax;NS;B3K 5M7
S68;360 St Jacques W;;Montreal;QC;H2Y 1P5
S69;295 HENDERSON DR;;REGINA;SK;S4N 6C2
S70;5045 Orbitor Dr;;Toronto;ON;L4W 4Y4
S71;W Hastings St;;Vancouver;BC;V6E 2K3
S72;Suedquaistrasse 14;;Basel;;4019
S73;318 Fuzhou Rd;;Shanghai;;200001
S74;19 N Hubin Rd;;Xiamen;;361012
S75;Novodvorska 994;;Prague;;14221
S76;Belohorska 71;;Prague;;16901
S77;CENTRAL EUROPE/MEDITERRANEAN;;PRAGUE;;16000
S78;DEBINSKA 25;;PRAGUE;;16100
S80;Braas u.Schwenk Str;;Altheim;;89605
S81;ZU DEN RURWIESEN 3;;ARNSBERG;;59755
S82;Strandgaten 18;;Bergen;;05807
S83;Holzhauserstrasse 102-106;;Berlin;;13509
S84;Bergiusstrasse 46;;Berlin;;12057
S85;SEEBURGER STRASSE 25;;BERLIN;;13581
S86;Ziegeleistrasse 10;;Buchen;;74722
S87;Continentalstrasse 1;;Dannenberg;;29451
S88;SCHARFENBERGER STRASSE 66;;DRESDEN;;01139
S89;Am Seedamm 44;;Frankfurt;;60489
S90;Guerickestrasse 7;;Frankfurt;;60488
S91;Friedrich Ebert Anlage 2-14;;Frankfurt;;60325
S94;HOECHST GEBAUDE K 607;;FRANKFURT;;65926
S95;Billwerder Ring 19;;Hamburg;;21035
S96;Ballindamm 6;;Hamburg;;20095
S97;Am Ballinkai 1;;Hamburg;;21129
S98;GOTENSTRASSE 19;;HAMBURG;;20097
S99;Am Pferdemarkt 35-41;;Langenhagen;;30855
T00;HANS-BACKLER-STRAE 19;;LANGENHAGEN;;30851
T01;PRAGER STRASSE 20-28;;LEIPZIG;;04103
T02;IN DEN MOOR?CKERN 1;;LUDWIGSHAFEN;;67069
T03;DORNIERSTRAE 4;;MÜNCHEN;;82178
T04;AM OCHSENWALD;;NEUNKIRCHEN;;66539
T05;Goldbecker Strasse 21;;Rahmstorf;;21649
T06;WALCHENSEESTRASSE 8-12;;ROHRDORF;;83101
T07;KIRCHENWEINBERGSTR 115 D;;STUTTGART;;71672
T08;Ederslebener Landstrasse;;Voigtstedt;;06556
T10;Kystreien 17;;Aarhus;;8100
T11;SCANDIAGADE 15;;KOBENHAVN;;2450
T13;Mannerheimin 16 A;;Helsinki;;00101
T14;25, RUE DU PRE TOYARD;;BOURBON;;71140
T15;24,CHEMIN DES VERRIERES;;CHARBONNIERES;;69751
T16;LOCAL POSTAL 634 C.C. PARLY 2;;LE CHESNAY;;78158
T17;17, BOULEVARD ALBERT 1ER MC;;MONACO;;98000
T18;17 AVENUE DES SPELUGUES;;MONACO;;98006
T19;1 AVENUE DES CITRONNIERS;;MONTE-CARLO;;98000
T20;USINE - LA CROIX HAUTE;;Cours-de-Monsegur;;33580
T21;63 BOULEVARD VICTOR HUGO;;NEUILLY;;92202
T22;102 ROUTE DE NOISY;;ROMAINVILLE;;93230
T23;ROUTE DE L ORME;;Saint-Aubin;;91190
T24;4, ALLEE VERTE 9;;Saint-Denis;;93200
T25;RUE MALGRAS;;Saint-Dizier;;52100
T26;7, RUE DE PONTOISE;;Saint-Germain-en-Laye;;78100
T27;99 RUE DE L AVIATION;;Saint-Priest;;69800
T28;42, RUE ROUGET DE L ISLE;;Suresnes;;92150
T31;Bajaki Ferenc ut 1;;Budapest;;1211
T32;HANGAR UTCA NO 5-37;;BUDAPEST;;1211
T33;Russel House Stoke Place;;Dublin;;
T34;VIA DELL ARCOVEGGIO, 190/F;;BOLOGNA;;60129
T35;VIA G. SIDOLI 18;;PARMA;;63100
T36;3-4, Hatoba-Cho, Chuo-ku;;Kobe;;650-0042
T37;1-17-19 Marunouchi, Naka-ku, 7FL;;Nagoya;;460-0002
T38;2-6-8 Honmachi, Chuo-ku;;Osaka;;541-0053
T39;Honmoku-Futo NA;;Yokohama;;231-0811
T40;St. 902 B.SOK;;Seoul;;100-770
T43;Marieholmsgatan 1;;Göteborg;;40120
T44;Cantonm Road N8-3;;Singapore;;89763
T45;77 Robinson Road;;Singapore;;68896
T46;Renminan Lu;;Shenzhen;;518001
T47;Rudolf Braas Strasse;;Hoppengarten;;15345
T48;Rojelskaer 15;;Copenhagen;;2840
T49;Nybrogade 28;;Copenhagen;;2003
T50;4, AVENUE DES PEUPLIERS;;Cesson-Sevigne;;35000
T51;COLROY;;Colroy-la-Grande;;89240
T52;25 RUE DU GENERAL LECLERC;;Le Kremlin-Bicetre;;94270
T53;VAL D EUROPE;;Marne-la-Vallee;;93000
T54;ROUTE DE LA CHARITE;;Saint-Germain-du-Puy;;18390
T55;ZI 13 RUE MALGRAS;;Saint-Dizier;;52100
T56;648 CHEMIN DE LA BRETEQUE;;BOIS-GUILLAUME;;76230
T57;3, RUE DU 08 MAI 1945;;CLICHY;;92586
T58;67 BD DU GENERAL LECLERC;;CLICHY;;92612
T59;11, RUE DELA BOISSIERE;;LA FRENAYE;;76170
T60;C.E.R.A.M;;MORTEFONTAINE;;60128
T61;CENTRE COMMERCIAL ROSNY 2;;ROSNY;;93000
T62;2, RUE JOSEPH MONIER;;RUEIL;;92859
T63;33 RUE ETIENNE LENOIR;;Saint-LÔ;;50000
T64;11 RUE DE LA NACELLE;;Villabe;;91814
T65;C.C V2 B.P. 187;;Villeneuve-D'Ascq;;59654
T66;6 RUE DES ROSIERS;;Villeneuve-sous-Dammartin;;77230
T67;Wierlings-Esch 31;;Dülmen;;48249
T68;FICHTENWEG 24;;Kerspleben;;99198
T69;GUTENBERGRING 19;;FERNWALD;;35463
T70;Forchheimer Strasse 38;;Forchheim;;91353
T71;Boerstelstrasse 113;;Gohfeld;;32584
T72;PROF. MESSERSCHMITT STRASSE 1;;Neubiberg;;85579
T73;Böblinger Strasse 17;;Schönaich;;71101
T75;WESTERHAAR 54;;WICKEDE;;58739
T76;GLADSAXEVEJ 378;;Soborg;;2860
T79;AUTOMATIKVEJ 1;;Soborg;;2860
T89;Fluor Ltd, Fluor Centre;;Camberley;;GU15 3YL
T90;1425 4th St;;Meridian;MS;39301-5340
T91;1049 Prince Georges Blvd;;Upper Marlboro;MD;20774-7428
T92;2627 W 6th Ave;;Denver;CO;80204-4192
T93;4601 Spring Valley Rd, Suite B;;Dallas;TX;75244-8206
T94;6700 LBJ Freeway;;Dallas;TX;75240-6521
T95;1940 Fairway Dr A;;San Leandro;CA;94577-5631
T96;12600  Deerfield Parkway;;Alpharetta;GA;30004-6108
T97;823 S Ellwood  Ave;;Baltimore;MD;21224-3952
T98;Hill-Rom Ltd.;;Ashby;;LE65 1JG
T99;Apollo House;;London;;NW10 7RR
U00;7HQ;;London;;NW10 7HQ
U01;8 Henrietta Place;;London;;W1G 0NB
U03;Edinburgh Park;;Edinburgh;;EH12 9DT
U04;Brand Technical Centre, Glenochil;;Menstrie;;FK11 7ES
U05;Justerini & Brookes Ltd, Blythswood;;Renfrewshire;;PA4 9EB
U07;UDV Leven;;Leven;;KY8 5HD
U08;Menstrie Bond;;Menstrie;;FK11 7EP
U09;UDV Malt Distilling Headquarters, M;;Morayshire;;IV30 1UF
U10;Guinness Packaging;;Runcorn;;WA7 3BE
U11;Shieldhall Packaging Operations, 50;;Glasgow;;G51 4SA
U14;77 Bloor St W;;Toronto;ON;M4Y 2T1
U15;77 King St W;;Toronto;ON;M5K 1A2
U16;12 Help St;;Chatswood;NSW;2067
U17;10 George Place;;Artarmon;NSW;2064
U18;55 Livingston Ave;;Roseland;NJ;07068-1793
U19;4501 Stonecroft Blvd;;Chantilly;VA;20151-1718
U20;1900 E St NW;;Washington;DC;20415-0002
U21;575 Maryville Centre Dr;;Saint Louis;MO;63141-5813
U22;153 E 53rd St;;New York;NY;10022-4611
U23;8 Scenic Rd;;Chek Lap Kok;;
U24;Taikoo Place;;Quarry Bay;;
U25;22 On Sum St;;Sha Tin;;
U26;138 Shatin Rural Community Rd;;Sha Tin;;
U27;213 Queen's Rd;;Wan Chai;;
U28;7 Gloucester Rd;;Wan Chai;;
U29;3201 Lomita Blvd;;Torrance;CA;90505-5015
U41;1014 Vine St;;Cincinnati;OH;45202-1107
U42;30 Fieldway Rd;;Etobicoke;ON;M8Z 3L2
U43;10511 E Central Ave;;Wichata;KS;67206-2557
U44;15 MetroTech Ctr;;Brooklyn;NY;11201-3823
U46;Two Brindleyplace;;Birmingham;;B1 2AB
U47;1130 E University Dr;;Tempe;AZ;85281-8402
U49;4905 W Tilghman St;;Allentown;PA;18104-9375
U50;805 Moberly Ln;;Bentonville;AR;72712
U51;1100 Merrill Lynch Dr;;Pennington;NJ;08534-4122
U52;4700 W 10th St;;Indianapolis;IN;46222-3277
U53;15600 John F Kennedy Blvd;;Houston;TX;77032-2349
